loan_id,current_balance,interest_rate,payment_status,days_past_due,last_payment_date,document_status,servicer_name,last_updated_at
L-100333,303078.10,8.45,forbearance,0,2026-06-02,verified,Apex Loan Servicing,2026-08-06
L-100334,126180.14,3.73,forbearance,0,2026-02-08,complete,First National,2026-08-01
L-100335,461162.52,2.92,,,,verified,Freedom Mortgage,2026-08-11
L-100336,243469.45,,current,,2026-03-08,,,2026-08-26
L-100337,26816.08,7.31,delinquent_90+,62,2026-05-11,complete,Apex Loan Servicing,2026-08-15
L-100338,478948.88,9.27,delinquent_60,120,2026-04-15,missing,Apex Loan Servicing,2026-08-16
L-100339,352920.08,9.06,delinquent_30,45,2026-01-14,complete,Freedom Mortgage,2026-08-18
L-100341,403797.65,13.03,delinquent_60,31,2026-07-28,missing,First National,2026-08-07
L-100342,118129.61,8.40,current,0,2026-03-23,missing,First National,2026-08-02
L-100343,431211.55,8.74,delinquent_60,75,2026-02-19,complete,Apex Loan Servicing,2026-08-05
L-100344,192316.86,9.60,current,0,2026-07-22,pending,Freedom Mortgage,2026-08-10
L-100345,115965.33,13.82,delinquent_30,,,,Apex Loan Servicing,2026-08-04
L-100346,62349.95,6.80,delinquent_30,75,,missing,,2026-08-15
L-100347,149502.12,,,0,2026-01-07,missing,Freedom Mortgage,2026-08-03
L-100348,464990.00,7.25,current,0,2026-05-09,pending,First National,2026-08-13
L-100349,269078.04,9.10,current,0,2026-08-04,pending,First National,2026-08-01
L-100351,127939.81,5.17,delinquent_30,75,2026-06-22,complete,Apex Loan Servicing,2026-08-19
L-100352,15355.09,3.27,delinquent_90+,45,2026-02-28,missing,First National,2026-08-02
L-100353,29052.91,13.59,delinquent_90+,120,2026-07-16,complete,ServPro,2026-08-22
L-100354,173123.05,13.40,delinquent_60,62,2026-08-05,complete,Apex Loan Servicing,2026-08-20
L-100355,312457.24,8.49,forbearance,0,2026-08-02,complete,Rocket Servicing,2026-08-13
L-100356,477191.46,9.02,current,0,2026-07-26,,,2026-08-23
L-100357,263645.96,8.32,forbearance,0,2026-06-13,missing,Freedom Mortgage,2026-08-01
L-100358,109034.59,13.25,delinquent_60,31,2026-08-17,missing,Apex Loan Servicing,2026-08-08
L-100359,52563.81,10.38,delinquent_60,95,2026-01-25,pending,Apex Loan Servicing,2026-08-26
L-100361,449222.87,14.40,delinquent_30,45,2026-04-19,missing,Rocket Servicing,2026-08-19
L-100362,151800.21,13.87,forbearance,0,2026-03-19,pending,ServPro,2026-08-18
L-100363,47872.25,5.29,delinquent_30,31,2026-08-01,missing,Apex Loan Servicing,2026-08-07
L-100364,166860.55,4.63,delinquent_60,31,2026-01-05,pending,First National,2026-08-17
L-100365,461265.41,6.98,delinquent_90+,95,2026-02-11,missing,Rocket Servicing,2026-08-05
L-100366,352867.21,7.74,delinquent_90+,120,2026-06-06,missing,Freedom Mortgage,2026-08-22
L-100367,88292.02,6.18,delinquent_60,45,2026-03-24,complete,Apex Loan Servicing,2026-08-13
L-100368,371144.44,9.31,delinquent_30,95,2026-06-26,pending,Apex Loan Servicing,2026-08-04
L-100369,71805.60,11.44,delinquent_30,62,2026-06-06,complete,Rocket Servicing,2026-08-15
L-100371,213154.57,10.82,delinquent_60,62,2026-02-24,complete,First National,2026-08-13
L-100372,84010.76,7.47,delinquent_90+,62,2026-07-04,verified,Apex Loan Servicing,2026-08-21
L-100373,112151.80,7.92,current,0,2026-05-01,missing,Rocket Servicing,2026-08-04
L-100374,452660.07,7.01,current,0,2026-02-11,verified,First National,2026-08-14
L-100375,467839.25,,,0,2026-07-23,,Apex Loan Servicing,2026-08-24
L-100376,261559.58,10.43,delinquent_60,45,2026-02-02,verified,Apex Loan Servicing,2026-08-18
L-100377,77955.22,6.83,delinquent_90+,31,2026-05-27,verified,Freedom Mortgage,2026-08-04
L-100378,193796.99,6.00,current,0,2026-08-28,complete,Rocket Servicing,2026-08-26
L-100379,318994.03,3.59,forbearance,0,2026-07-06,missing,ServPro,2026-08-12
L-100381,112465.08,5.72,current,,,pending,First National,2026-08-03
L-100382,388885.57,7.47,forbearance,0,2026-04-18,complete,ServPro,2026-08-27
L-100383,463673.16,10.74,delinquent_90+,95,2026-04-16,missing,First National,2026-08-13
L-100384,344295.21,8.53,forbearance,0,2026-03-04,verified,Freedom Mortgage,2026-08-06
L-100385,389018.84,4.01,delinquent_90+,31,2026-07-07,pending,Apex Loan Servicing,2026-08-09
L-100386,350373.93,12.19,current,0,2026-07-18,verified,Apex Loan Servicing,2026-08-11
L-100387,251851.88,13.51,current,0,2026-07-04,verified,Freedom Mortgage,2026-08-05
L-100388,281771.62,14.08,current,0,2026-02-19,complete,Rocket Servicing,2026-08-18
L-100389,421999.44,5.67,delinquent_90+,95,2026-08-02,pending,Rocket Servicing,2026-08-13
L-100391,162459.69,,,0,,pending,,2026-08-02
L-100392,442396.62,13.26,current,0,2026-06-27,missing,Rocket Servicing,2026-08-09
L-100393,412661.52,10.72,delinquent_30,45,2026-05-24,verified,Rocket Servicing,2026-08-09
L-100394,292365.09,3.57,delinquent_90+,45,2026-07-24,verified,Apex Loan Servicing,2026-08-12
L-100395,249753.11,4.41,delinquent_60,120,2026-07-05,complete,Freedom Mortgage,2026-08-07
L-100396,100345.22,3.19,current,0,2026-08-02,missing,Freedom Mortgage,2026-08-09
L-100397,225503.77,7.26,current,0,2026-01-08,missing,ServPro,2026-08-20
L-100398,461247.18,8.19,forbearance,0,2026-06-12,pending,Rocket Servicing,2026-08-24
L-100399,47936.16,2.83,current,0,2026-03-28,pending,Freedom Mortgage,2026-08-21
L-100401,415699.22,14.11,current,,,verified,Freedom Mortgage,2026-08-21
L-100402,452927.36,11.05,,,2026-05-14,verified,Rocket Servicing,2026-08-15
L-100403,8490.10,14.49,delinquent_60,,,,Apex Loan Servicing,2026-08-21
L-100404,139271.52,10.71,delinquent_90+,31,2026-06-09,missing,Rocket Servicing,2026-08-09
L-100405,457289.20,10.32,delinquent_30,45,2026-04-02,verified,Rocket Servicing,2026-08-22
L-100406,128227.48,7.52,delinquent_90+,120,,complete,,2026-08-19
L-100407,276720.16,4.78,delinquent_30,120,2026-08-22,missing,Apex Loan Servicing,2026-08-10
L-100408,404303.38,13.02,delinquent_30,62,2026-02-16,pending,Rocket Servicing,2026-08-24
L-100409,367386.15,4.70,delinquent_60,120,2026-02-08,missing,Freedom Mortgage,2026-08-24
L-100411,204724.47,13.14,delinquent_60,62,2026-05-15,complete,ServPro,2026-08-02
L-100412,282197.94,13.83,current,0,2026-08-07,complete,ServPro,2026-08-17
L-100413,167768.20,14.35,,0,2026-08-05,missing,,2026-08-23
L-100414,88991.53,10.11,current,,,verified,Rocket Servicing,2026-08-07
L-100415,85087.73,11.67,delinquent_90+,31,2026-03-20,verified,ServPro,2026-08-13
L-100416,231765.13,2.56,forbearance,0,2026-04-24,missing,First National,2026-08-11
L-100417,257241.05,2.71,current,0,2026-04-08,missing,Rocket Servicing,2026-08-05
L-100418,252137.00,6.17,current,0,2026-01-10,missing,ServPro,2026-08-24
L-100419,210990.98,10.74,delinquent_30,62,2026-08-12,pending,Freedom Mortgage,2026-08-26
L-100421,113498.69,11.23,delinquent_30,45,2026-01-19,pending,First National,2026-08-12
L-100422,381260.40,7.00,delinquent_60,95,2026-01-20,complete,First National,2026-08-21
L-100423,27911.65,3.89,delinquent_90+,75,2026-02-18,missing,ServPro,2026-08-23
L-100424,319679.41,,,,2026-05-20,pending,,2026-08-14
L-100425,54834.26,11.13,current,0,2026-05-04,complete,ServPro,2026-08-07
L-100426,374530.49,12.48,delinquent_30,62,2026-07-10,pending,First National,2026-08-18
L-100427,103654.64,13.70,delinquent_60,45,2026-01-01,complete,First National,2026-08-27
L-100428,239699.41,13.89,forbearance,0,2026-02-24,complete,Rocket Servicing,2026-08-21
L-100429,87983.36,,current,,,missing,Rocket Servicing,2026-08-26
L-100431,207347.72,3.89,current,0,2026-01-28,pending,Freedom Mortgage,2026-08-11
L-100432,212914.40,9.96,current,0,2026-06-27,missing,Freedom Mortgage,2026-08-04
L-100433,462097.22,5.76,delinquent_90+,120,2026-08-26,verified,Freedom Mortgage,2026-08-04
L-100434,234270.55,,,0,2026-08-06,,,2026-08-20
L-100435,175334.48,2.85,delinquent_30,75,2026-08-04,verified,ServPro,2026-08-02
L-100436,331914.78,2.65,forbearance,0,2026-04-22,missing,Apex Loan Servicing,2026-08-17
L-100437,210602.76,11.22,delinquent_90+,62,2026-07-05,complete,First National,2026-08-21
L-100438,245144.60,8.13,delinquent_90+,45,2026-02-25,verified,Rocket Servicing,2026-08-08
L-100439,137124.64,8.58,forbearance,0,2026-07-13,pending,First National,2026-08-15
L-100441,277191.59,3.56,delinquent_90+,75,2026-06-04,verified,First National,2026-08-04
L-100442,22020.17,9.09,current,0,2026-05-17,pending,ServPro,2026-08-11
L-100443,30780.73,5.18,delinquent_90+,62,2026-08-23,missing,ServPro,2026-08-04
L-100444,431016.63,2.53,delinquent_60,120,2026-05-18,missing,First National,2026-08-02
L-100445,395373.36,11.41,delinquent_90+,31,2026-05-20,pending,Freedom Mortgage,2026-08-04
L-100446,191625.83,7.98,delinquent_30,120,2026-06-04,verified,First National,2026-08-21
L-100447,284685.28,11.77,delinquent_90+,75,2026-03-16,complete,Apex Loan Servicing,2026-08-24
L-100448,189017.65,12.57,delinquent_90+,95,2026-03-23,pending,Freedom Mortgage,2026-08-04
L-100449,424280.54,8.55,delinquent_90+,75,2026-04-09,verified,Rocket Servicing,2026-08-10
L-100451,68351.62,7.45,forbearance,0,2026-05-27,missing,Apex Loan Servicing,2026-08-21
L-100452,442566.09,4.09,delinquent_30,,2026-06-23,,First National,2026-08-25
L-100453,233175.71,9.35,delinquent_90+,120,2026-05-28,verified,First National,2026-08-17
L-100454,124016.48,3.14,current,0,2026-04-09,pending,Rocket Servicing,2026-08-22
L-100455,333032.55,6.04,forbearance,0,2026-01-12,verified,First National,2026-08-20
L-100456,356258.93,12.88,forbearance,0,2026-07-08,missing,First National,2026-08-13
L-100457,459433.44,14.21,delinquent_60,95,2026-01-01,missing,Freedom Mortgage,2026-08-20
L-100458,413711.25,7.82,delinquent_30,120,2026-06-25,pending,Freedom Mortgage,2026-08-10
L-100459,472140.33,3.39,delinquent_30,120,2026-02-13,complete,ServPro,2026-08-09
L-100461,66781.60,9.51,delinquent_60,31,2026-06-15,pending,First National,2026-08-05
L-100462,288518.16,11.78,forbearance,0,2026-05-16,missing,First National,2026-08-26
L-100463,254562.66,13.98,forbearance,0,2026-02-26,pending,ServPro,2026-08-18
L-100464,48674.14,5.15,delinquent_30,120,2026-06-11,missing,Rocket Servicing,2026-08-07
L-100465,298683.29,8.20,forbearance,0,2026-01-04,missing,ServPro,2026-08-08
L-100466,296508.02,9.95,current,0,2026-06-13,complete,ServPro,2026-08-09
L-100467,139343.77,13.44,delinquent_60,95,2026-08-16,complete,Rocket Servicing,2026-08-21
L-100468,302793.21,,,,2026-04-22,pending,,2026-08-22
L-100469,54365.23,8.95,delinquent_90+,120,2026-02-24,pending,First National,2026-08-15
L-100471,22996.00,3.38,delinquent_30,62,2026-02-19,pending,Rocket Servicing,2026-08-14
L-100472,304353.20,7.70,current,0,2026-07-22,complete,Apex Loan Servicing,2026-08-01
L-100473,298715.95,11.57,forbearance,0,2026-01-23,complete,Rocket Servicing,2026-08-17
L-100474,395508.13,6.12,current,0,2026-05-25,verified,ServPro,2026-08-13
L-100475,426314.61,5.14,delinquent_90+,95,2026-05-21,pending,Rocket Servicing,2026-08-22
L-100476,416891.01,10.28,current,0,2026-03-04,complete,First National,2026-08-19
L-100477,260147.22,13.86,delinquent_60,45,2026-06-07,verified,Apex Loan Servicing,2026-08-05
L-100478,91145.04,12.10,current,,2026-08-21,,Apex Loan Servicing,2026-08-03
L-100479,280782.94,,delinquent_60,,2026-06-05,pending,First National,2026-08-10
L-100481,432556.33,6.31,delinquent_90+,62,2026-05-23,pending,Apex Loan Servicing,2026-08-19
L-100482,155258.25,7.64,current,0,2026-06-08,pending,ServPro,2026-08-09
L-100483,68795.27,11.30,delinquent_90+,75,2026-08-12,missing,ServPro,2026-08-18
L-100484,408553.95,3.48,delinquent_60,45,2026-04-09,complete,First National,2026-08-01
L-100485,391005.14,9.45,forbearance,0,2026-04-02,missing,Apex Loan Servicing,2026-08-18
L-100486,373218.69,6.89,delinquent_30,95,2026-05-05,verified,Apex Loan Servicing,2026-08-17
L-100487,90093.96,2.63,delinquent_30,95,2026-03-25,pending,ServPro,2026-08-06
L-100488,318221.32,14.11,delinquent_90+,62,2026-01-08,verified,Freedom Mortgage,2026-08-03
L-100489,380943.72,,,0,2026-07-16,verified,First National,2026-08-02
L-100491,158933.78,10.94,forbearance,0,2026-05-27,missing,Apex Loan Servicing,2026-08-18
L-100492,183913.30,7.04,forbearance,0,2026-02-17,missing,ServPro,2026-08-08
L-100493,172626.55,12.91,delinquent_90+,75,2026-01-17,pending,ServPro,2026-08-06
L-100494,177055.90,,,,2026-02-22,pending,,2026-08-14
L-100495,347121.44,8.28,delinquent_90+,75,2026-04-19,pending,ServPro,2026-08-01
L-100496,304031.70,2.97,forbearance,0,2026-03-02,,,2026-08-06
L-100497,272712.23,2.72,delinquent_60,31,,,Freedom Mortgage,2026-08-15
L-100498,228921.39,8.28,delinquent_30,75,2026-03-26,pending,Apex Loan Servicing,2026-08-22
L-100499,84667.81,10.73,delinquent_90+,95,2026-02-08,verified,ServPro,2026-08-05
L-100501,89275.54,12.82,forbearance,0,2026-07-27,pending,Apex Loan Servicing,2026-08-04
L-100502,289911.55,13.03,forbearance,0,2026-02-03,verified,Freedom Mortgage,2026-08-20
L-100503,5570.10,13.75,delinquent_90+,95,2026-07-12,complete,Apex Loan Servicing,2026-08-14
L-100504,125896.06,,delinquent_30,,,complete,Rocket Servicing,2026-08-20
L-100505,199107.18,4.77,current,0,2026-02-17,complete,ServPro,2026-08-21
L-100506,314498.57,,delinquent_60,,,missing,Apex Loan Servicing,2026-08-14
L-100507,295643.32,14.40,delinquent_90+,45,2026-07-18,verified,Freedom Mortgage,2026-08-12
L-100508,234786.07,14.36,forbearance,0,2026-06-25,verified,Freedom Mortgage,2026-08-22
L-100509,266523.70,11.90,delinquent_30,31,2026-04-17,verified,Rocket Servicing,2026-08-26
L-100510,340725.22,4.43,current,0,2026-02-27,pending,ServPro,2026-08-20
L-100511,35438.22,5.16,current,0,2026-01-24,verified,ServPro,2026-08-20
L-100512,141072.89,14.06,current,0,2026-03-21,verified,ServPro,2026-08-01
L-100513,247510.23,,,,2026-04-20,,Freedom Mortgage,2026-08-22
L-100514,192692.98,2.50,delinquent_30,31,2026-05-25,verified,Rocket Servicing,2026-08-22
L-100515,250927.78,11.34,current,0,2026-02-18,missing,Apex Loan Servicing,2026-08-19
L-100516,462561.64,5.82,forbearance,0,2026-04-15,verified,Apex Loan Servicing,2026-08-01
L-100517,166483.80,,current,0,2026-05-18,,,2026-08-27
L-100518,123817.21,7.81,delinquent_90+,95,2026-08-25,pending,Rocket Servicing,2026-08-25
L-100519,223842.21,9.54,current,0,2026-08-04,missing,First National,2026-08-13
L-100520,477244.07,10.62,delinquent_30,62,2026-07-12,complete,Rocket Servicing,2026-08-08
L-100521,89780.73,,delinquent_60,,2026-06-07,missing,,2026-08-06
L-100522,329475.97,13.42,delinquent_90+,120,2026-04-08,pending,Rocket Servicing,2026-08-07
L-100523,55677.41,13.54,delinquent_90+,,2026-01-25,,Apex Loan Servicing,2026-08-02
L-100524,181318.35,6.29,forbearance,0,2026-05-16,pending,Apex Loan Servicing,2026-08-09
L-100525,361330.46,4.04,forbearance,0,2026-07-16,complete,Apex Loan Servicing,2026-08-12
L-100526,331010.86,4.60,current,0,2026-08-11,complete,First National,2026-08-22
L-100527,93897.41,,delinquent_60,,,,Freedom Mortgage,2026-08-09
L-100528,296214.92,6.89,delinquent_90+,75,2026-04-14,missing,Rocket Servicing,2026-08-13
L-100529,330855.66,12.27,,0,2026-05-26,,Freedom Mortgage,2026-08-18
L-100530,185919.61,4.25,delinquent_30,75,2026-01-06,verified,ServPro,2026-08-05
L-100531,408460.21,8.70,delinquent_60,75,2026-05-09,complete,ServPro,2026-08-04
L-100532,33517.28,12.27,delinquent_90+,120,2026-02-15,missing,Rocket Servicing,2026-08-12
L-100533,269808.46,12.22,delinquent_60,31,2026-07-04,missing,Apex Loan Servicing,2026-08-07
L-100534,313686.10,8.96,delinquent_60,62,2026-06-22,verified,ServPro,2026-08-03
L-100535,141098.70,10.08,delinquent_30,45,2026-06-14,verified,First National,2026-08-03
L-100536,342455.91,9.76,delinquent_90+,,2026-05-15,missing,,2026-08-24
L-100537,463624.87,7.47,delinquent_30,31,2026-03-24,pending,Rocket Servicing,2026-08-24
L-100538,43030.75,4.50,current,0,2026-02-03,verified,Apex Loan Servicing,2026-08-02
L-100539,447505.05,11.68,current,0,2026-02-09,pending,First National,2026-08-21
L-100540,113944.08,11.35,delinquent_90+,120,2026-03-05,pending,First National,2026-08-02
L-100541,413675.19,6.40,delinquent_90+,75,2026-05-18,verified,Freedom Mortgage,2026-08-23
L-100542,285644.69,7.98,forbearance,0,2026-07-17,missing,Rocket Servicing,2026-08-16
L-100543,387236.19,7.80,delinquent_60,75,2026-05-05,missing,First National,2026-08-01
L-100544,365189.39,4.14,delinquent_60,75,2026-01-23,verified,ServPro,2026-08-10
L-100545,192507.24,6.02,delinquent_30,31,2026-06-07,verified,Apex Loan Servicing,2026-08-14
L-100546,205563.71,,delinquent_30,95,,,,2026-08-25
L-100547,296277.70,10.83,delinquent_60,62,2026-05-14,pending,First National,2026-08-06
L-100548,134263.71,9.97,delinquent_30,62,,complete,,2026-08-05
L-100549,8896.94,4.73,current,0,2026-05-09,pending,ServPro,2026-08-24
L-100550,43105.97,5.11,delinquent_90+,62,2026-08-12,verified,First National,2026-08-11
L-100551,74391.72,5.70,delinquent_90+,31,2026-08-06,pending,Rocket Servicing,2026-08-27
L-100552,10992.36,14.20,delinquent_30,75,2026-08-08,complete,Freedom Mortgage,2026-08-15
L-100553,49631.14,10.49,delinquent_30,75,2026-07-22,missing,Rocket Servicing,2026-08-06
L-100554,25038.31,13.75,forbearance,0,2026-02-09,verified,Rocket Servicing,2026-08-07
L-100555,29741.57,10.50,current,0,2026-04-21,verified,Rocket Servicing,2026-08-01
L-100556,9241.68,,current,0,,,Apex Loan Servicing,2026-08-26
L-100557,331993.11,4.36,current,0,2026-04-06,verified,First National,2026-08-22
L-100558,447153.17,14.46,current,0,2026-01-12,pending,Apex Loan Servicing,2026-08-26
L-100559,332393.74,6.30,forbearance,0,2026-06-26,verified,Freedom Mortgage,2026-08-01
L-100560,68997.78,13.28,delinquent_90+,120,2026-08-18,missing,Apex Loan Servicing,2026-08-23
L-100561,274183.32,9.02,delinquent_60,120,2026-08-09,pending,First National,2026-08-17
L-100562,373561.01,8.57,delinquent_30,,2026-01-20,,,2026-08-12
L-100563,118423.62,11.15,forbearance,0,2026-07-07,verified,Apex Loan Servicing,2026-08-05
L-100564,158235.02,10.19,current,0,2026-02-17,complete,First National,2026-08-27
L-100565,89853.43,2.88,current,0,2026-08-07,complete,First National,2026-08-19
L-100566,189584.44,8.38,forbearance,0,2026-05-02,missing,Freedom Mortgage,2026-08-20
L-100567,11215.90,13.55,delinquent_90+,31,2026-08-26,complete,Rocket Servicing,2026-08-18
L-100568,427954.54,12.36,current,0,2026-05-17,complete,First National,2026-08-27
L-100569,453686.65,14.03,current,0,2026-02-24,pending,Apex Loan Servicing,2026-08-13
L-100570,202212.69,3.77,,,2026-06-22,,,2026-08-15
L-100571,207860.62,3.75,delinquent_30,95,2026-07-17,missing,Freedom Mortgage,2026-08-18
L-100572,215430.78,6.73,delinquent_60,95,2026-06-28,missing,ServPro,2026-08-25
L-100573,397423.61,6.38,delinquent_30,95,2026-04-13,missing,Rocket Servicing,2026-08-15
L-100574,193618.02,11.22,delinquent_60,95,2026-01-17,pending,Rocket Servicing,2026-08-01
L-100575,110396.18,12.77,current,0,2026-05-18,pending,First National,2026-08-02
L-100576,79150.88,5.68,forbearance,0,2026-04-08,missing,Rocket Servicing,2026-08-03
L-100577,275305.85,5.11,current,0,2026-06-26,verified,Freedom Mortgage,2026-08-16
L-100578,332557.67,9.41,current,0,2026-05-02,verified,First National,2026-08-25
L-100579,306096.37,6.68,delinquent_90+,75,2026-02-28,pending,Apex Loan Servicing,2026-08-01
L-100580,30710.78,8.79,delinquent_60,95,2026-03-11,pending,Freedom Mortgage,2026-08-02
L-100581,478749.47,14.15,forbearance,0,2026-02-08,verified,Rocket Servicing,2026-08-26
